x,y
-5.0,3.5141591880652308
-4.898989898989899,3.3159187798794916
-4.797979797979798,3.5773451475548788
-4.696969696969697,2.663465239197098
-4.595959595959596,2.788954174818824
-4.494949494949495,2.335284149342
-4.393939393939394,2.1808235116281933
-4.292929292929293,2.0812572195635073
-4.191919191919192,2.1908036473717996
-4.090909090909091,1.690377755283964
-3.9898989898989896,2.413767257766864
-3.888888888888889,1.2008444970383956
-3.787878787878788,1.4230931035391556
-3.686868686868687,1.1711659982580755
-3.5858585858585856,1.9951448956510012
-3.484848484848485,1.2566795921125367
-3.383838383838384,1.5671925482773235
-3.282828282828283,0.20747999101441894
-3.1818181818181817,0.9888970337610756
-3.080808080808081,1.2114208462353484
-2.9797979797979797,0.7251028149621683
-2.878787878787879,1.1401782040616015
-2.7777777777777777,0.2783928119868507
-2.676767676767677,1.177431601941581
-2.5757575757575757,1.5640496127738124
-2.474747474747475,0.1811457641633967
-2.3737373737373737,0.0939001014055216
-2.272727272727273,1.0035517426910818
-2.1717171717171717,1.0329755433275536
-2.070707070707071,-0.045788752480827644
-1.9696969696969697,-0.01587853251487087
-1.868686868686869,0.03801801084369791
-1.7676767676767677,-0.5024976766986508
-1.6666666666666665,-0.2926593065754325
-1.5656565656565657,-0.33234280455754606
-1.4646464646464645,-0.2049884672781126
-1.3636363636363638,0.17687243233966718
-1.2626262626262625,0.33274862736406696
-1.1616161616161618,1.018439716869236
-1.0606060606060606,-0.22231751623716406
-0.9595959595959593,0.8088125613441995
-0.858585858585859,0.25557062227047156
-0.7575757575757578,0.3898686961379707
-0.6565656565656566,0.8101676279320928
-0.5555555555555554,-0.024323973744112104
-0.45454545454545503,0.7986428896209505
-0.3535353535353538,0.7671869244309846
-0.2525252525252526,1.0128310804277048
-0.15151515151515138,0.9999562227803555
-0.050505050505050164,2.1779102474883523
0.050505050505050164,0.7324002864173476
0.15151515151515138,0.8929037263558404
0.2525252525252526,0.9600856902617532
0.3535353535353538,1.1132929678150367
0.45454545454545414,1.1978353619665754
0.5555555555555554,2.2426564137019236
0.6565656565656566,2.4961413189750314
0.7575757575757578,1.6443789192409648
0.8585858585858581,1.6635589750028283
0.9595959595959593,2.4715510594910284
1.0606060606060606,2.121960103203867
1.1616161616161618,2.8828877025722766
1.262626262626262,2.8423552967739805
1.3636363636363633,2.1636155458071684
1.4646464646464645,3.8819558452319116
1.5656565656565657,4.1989795466793804
1.666666666666667,3.1936056547578073
1.7676767676767673,3.51123033420403
1.8686868686868685,4.059216748010141
1.9696969696969697,4.30083721042051
2.070707070707071,4.686327538846363
2.1717171717171713,5.591726083279715
2.2727272727272725,4.733840435839752
2.3737373737373737,4.664977487311428
2.474747474747475,4.622400379870912
2.5757575757575752,5.200650682508377
2.6767676767676765,5.8097297489472455
2.7777777777777777,6.989871524351486
2.878787878787879,6.106208124586598
2.9797979797979792,6.755450755739864
3.0808080808080813,6.920010162003417
3.1818181818181817,7.813204901186851
3.282828282828282,8.779382956126279
3.383838383838384,7.553512659759614
3.4848484848484844,7.883379452294607
3.5858585858585865,8.965453563725845
3.686868686868687,9.105714645945694
3.787878787878787,10.015640164245426
3.8888888888888893,9.717890018588909
3.9898989898989896,9.586041129384554
4.09090909090909,10.406897663280034
4.191919191919192,11.017926935684782
4.292929292929292,11.231942957755091
4.3939393939393945,11.439587428776791
4.494949494949495,12.089658128388086
4.595959595959595,12.517460773490356
4.696969696969697,13.006506492763943
4.797979797979798,13.028517784321297
4.8989898989899,13.015461467952992
5.0,13.573356843216661
