x,y
0.0,1.7769082833926102
0.10101010101010101,1.050580584417213
0.20202020202020202,1.306222946437208
0.30303030303030304,0.5448406416158096
0.40404040404040403,0.4773158252669929
0.5050505050505051,1.6476617390923776
0.6060606060606061,2.525051175477959
0.7070707070707071,3.004507027969478
0.8080808080808081,2.6893638177109978
0.9090909090909091,2.9738505094782233
1.0101010101010102,3.240500147695533
1.1111111111111112,2.8952283648512083
1.2121212121212122,4.0298741577945725
1.3131313131313131,4.556562752713734
1.4141414141414141,4.421536082409023
1.5151515151515151,4.496396965062369
1.6161616161616161,4.685002612850768
1.7171717171717171,3.737422273571272
1.8181818181818181,4.016849324482015
1.9191919191919191,4.040499372835482
2.0202020202020203,3.9426910711888947
2.121212121212121,4.279939663995309
2.2222222222222223,5.600861634282085
2.323232323232323,5.992539726146115
2.4242424242424243,5.706158010380579
2.525252525252525,6.123026240368726
2.6262626262626263,6.873674874429898
2.727272727272727,7.207222586890646
2.8282828282828283,7.053658874571418
2.929292929292929,6.638335247589629
3.0303030303030303,7.0656432998165055
3.131313131313131,7.257844517733943
3.2323232323232323,7.688693833033687
3.3333333333333335,7.905732190025172
3.4343434343434343,8.310304042192438
3.5353535353535355,7.84656492072412
3.6363636363636362,8.493716719748289
3.7373737373737375,8.432280294048791
3.8383838383838382,9.37355997548012
3.9393939393939394,8.69568595257918
4.040404040404041,9.479204492630474
4.141414141414141,9.304095506269624
4.242424242424242,8.802309367733027
4.343434343434343,8.58027970099202
4.444444444444445,8.552082742657861
4.545454545454545,8.950056044576609
4.646464646464646,9.323426672191074
4.747474747474747,9.081972910988705
4.848484848484849,9.233082529440392
4.94949494949495,10.46762628324754
5.05050505050505,11.16989786211151
5.151515151515151,11.061332762557498
5.252525252525253,10.831631642571319
5.353535353535354,10.75730932831057
5.454545454545454,10.997481576788667
5.555555555555555,10.392901427213468
5.656565656565657,10.397857881852907
5.757575757575758,9.741178177327939
5.858585858585858,10.360860527856438
5.959595959595959,10.964079127229665
6.0606060606060606,10.86659549124441
6.161616161616162,11.872398104303983
6.262626262626262,11.22203826575404
6.363636363636363,10.692936315619889
6.4646464646464645,11.212432845365424
6.565656565656566,12.032858203667933
6.666666666666667,12.971025194357095
6.767676767676767,12.601790656130646
6.8686868686868685,13.157563572976798
6.96969696969697,13.033464508757648
7.070707070707071,12.92499029403873
7.171717171717171,13.422656507903781
7.2727272727272725,13.700808873527235
7.373737373737374,12.826612557219365
7.474747474747475,13.786595934613473
7.575757575757575,14.455814346454671
7.6767676767676765,13.966894752369566
7.777777777777778,14.180788699438006
7.878787878787879,14.425082334263125
7.979797979797979,14.524864213865838
8.080808080808081,14.234676615207619
8.181818181818182,14.016340734555095
8.282828282828282,14.231994812026176
8.383838383838384,15.027548756835886
8.484848484848484,15.31532663132476
8.585858585858587,15.10511844558125
8.686868686868687,15.574583782382563
8.787878787878787,14.138543397958815
8.88888888888889,15.17742383481783
8.98989898989899,14.505854946498582
9.09090909090909,14.769847688817137
9.191919191919192,14.621482677283169
9.292929292929292,14.475575924116551
9.393939393939394,15.646649873904183
9.494949494949495,15.697592189864858
9.595959595959595,16.185808898013182
9.696969696969697,16.376302908866606
9.797979797979798,16.817083964969697
9.8989898989899,16.97097578161498
10.0,16.444247541096807
