x1,x2,y
0.218233967754895,0.8346408498938329,2.638838923952757
6.637896861755891,8.824163684073387,56.98262711938805
9.633944342135504,8.036035354415352,71.95039222222692
5.60168183461842,5.052067735766382,33.819770313052665
9.368224620330919,9.671266152591704,79.36998691173163
0.5225787928602377,4.177609792750997,9.393427613171564
4.187933190741614,9.841103190364977,44.59287261783489
2.6015779096205116,6.67919998803627,25.310156323672828
7.3082096498072975,6.346712732539414,47.51988671245511
9.812970904972467,1.65954895295785,30.73097682518498
2.565300624442478,8.81927758304644,30.137665308125307
6.5417460147407445,4.2748968792061515,34.953635955764746
1.9809763275974013,1.6223340578247936,9.85766311022593
5.653302545716099,0.1260751997575904,12.799863905670474
4.639324866883362,5.597556836383825,31.575016439161676
9.72005329631537,5.2739962212267635,54.01788918347248
6.085272726964666,7.193536223691586,46.4291038370022
3.495063720868188,8.902580530178021,36.437864786474464
1.1409578488793337,0.7940658464302952,5.045196788777331
1.5124682873493456,7.314964903403624,21.016808964431064
2.2531692995123507,1.8741194409758222,10.679419039471343
2.50966661340298,8.581770531571639,29.755471325948236
8.506160578411379,8.19063513861656,65.63422577515678
5.612227882825249,5.407937549855443,34.16003489687224
5.233909113743664,7.102427986233115,41.047129150029235
1.1476887186921747,3.1435011318374837,9.487471686679845
8.60139693349435,4.7116789893281465,44.618506507761126
7.228143032084837,8.216368977104716,57.73098591503798
0.6766836190000158,4.592651971732139,11.48306064669935
7.078350972297686,3.577982653254418,33.11806016342699
5.4353821734264605,4.942124472502999,33.19155595755761
0.8172534574677826,8.282492524372184,19.248832656485277
4.583006415286564,3.3520804737087273,23.5328939257102
4.8469628713004695,1.737615931357438,18.331411856257635
1.6577454016327575,7.120140203307807,21.268454694270194
9.456981470002823,8.259782127080818,71.39765621110956
8.49975371480662,1.0063747852353333,22.985055611163524
6.690223373291083,2.3987411275594472,25.87958417289277
4.622955610006072,1.419719897609939,15.235518801415514
4.1176554158450855,3.4794141158216663,22.70341755316204
6.509734671509541,4.503509789054126,35.345118029028235
5.4543186940690545,7.4882633696330645,43.62432228753103
0.6227310588188562,6.511475848816741,14.315867703786589
5.125026487703317,6.2092856747843115,36.49715948726251
8.064036172328395,3.523749466096544,37.46904364242968
4.59239877596958,8.4144755308476,41.81649973148859
0.5195657755426841,4.712871673981645,10.43006620283917
7.862781993840331,9.791049380151545,69.53334614858751
2.013637821359744,6.3414213829573685,20.26405943049637
2.5862083488803878,1.2626474156450274,9.393237919792382
1.647063534322959,6.7617756207543405,19.986809127362452
3.302150648714975,3.25104015431699,17.633922593934948
7.56751505688635,6.8632719668609745,52.05268454849044
5.193858595039373,0.6964114816240574,13.537707060437523
2.048812741507126,1.7488143717595939,9.470790838035212
8.778300781520409,8.557372589057863,68.19989550275609
8.795818549515293,2.271795570235149,32.37050924491861
8.70578425046007,8.3704112524294,67.4439024816683
2.3879621138153926,2.792760884544104,12.570793397332919
4.512393441809881,6.428819100587076,34.01809157001106
9.849896561408752,6.9415057350983105,64.92253025824166
7.7201247630999035,5.126547531450529,44.07845135196514
0.2716742122555982,3.053106766967313,7.207958985897778
0.6520459126049205,2.126443763710961,5.249440718209389
4.639313768123328,0.3318935456242622,11.603860042139711
9.092202058615602,3.039464012407238,37.4812442134073
5.387017979527142,6.53162790531283,39.500146335999474
4.9781250803429025,9.383048184484826,48.49241450015681
1.0547369995663058,8.71204482263052,20.396014575363225
6.5678010472429404,7.660647765353026,50.623851982604556
8.221031606002255,7.884473432532987,61.28001307517163
3.8042000750756233,6.649849034759953,31.769855370228164
7.756118509253275,2.60286857566003,30.521274274747796
9.644766539008117,9.071950307058298,78.59647526401032
2.037664591276891,6.707323119058341,21.93962086521301
5.233296311947413,5.6044063098044,34.18375814102328
2.8713795808457556,1.1098946921348107,9.244208481529807
7.9285441903383935,4.470555438064254,40.383849872670226
5.775933658811575,4.6035827120192625,31.960167582886868
6.345824175503037,8.645636095226699,54.2255090921975
7.979141596158941,5.466482201877884,47.221286767582846
3.959704726624549,3.8040054897040965,21.3661915956327
9.150900684070432,9.768003285106593,79.09433942468088
5.3302886724614,1.1072059332631567,16.030719341053143
1.57954822835348,4.225484283119446,13.907897494047303
6.958991181688025,0.4202467517140529,17.816709524730406
7.9326135043825445,7.3990412076693035,57.75907557992203
3.1676167706752665,9.180765521991507,35.512689917933656
8.57179256998753,2.8003732955048943,33.900658474324935
9.061432547657663,8.583416767991208,69.81110858243052
2.769044873778089,2.9221823046189774,14.607613510288544
9.83521472715222,9.107701616439153,79.01451729380453
1.4071152804875842,7.5396190359678394,19.934625928634045
2.0201566840249,8.049067768414385,25.17847556339108
1.8422483923802613,0.180065556004545,5.15888380078294
8.939897100078705,9.62810357074026,76.24664916102289
6.542925523249618,7.266709920703232,48.433685542252555
1.5210428322227287,3.047510953861333,11.015376777466336
4.40323418368349,8.29394664858847,40.72845336539032
6.15298025069802,2.8152119841492995,25.644550808898078
